Lanier2 CHB vs ALB refs dataset for hybriddetective
MSA_05
MSA_06
MSA_08
MSA_09
MSA_10
MSA_12
MSA_13
MSA_17
MSA_22
MSA_24
MSA_25
MSA_27
MSA_28
MSA_29
MSA_31
MSA_32
Pop
PopA_01 ,  146146 096098 116116 177177 114140 180180 196196 103105 167175 114116 211211 110110 184188 154154 238238 279315
PopA_02 ,  144144 098098 116116 177177 108114 180180 180196 000000 171175 116116 211211 110110 186188 154154 238238 273311
PopA_03 ,  144154 096098 116116 177177 114114 180180 196204 099121 167221 114116 211211 110110 178188 154154 238238 293317
PopA_04 ,  144144 096096 118118 174177 114128 180180 198202 113123 159159 114114 211211 106110 188188 156156 238238 277291
PopA_05 ,  146156 098098 116118 177177 114114 180180 198202 123123 161193 114116 211213 110110 184188 154156 238238 273277
PopA_06 ,  146156 098098 116118 177177 114114 180180 198202 123123 159161 114116 211213 110110 184188 152154 238238 273277
PopA_07 ,  146146 098098 116116 155177 114130 180180 188196 113123 151177 116116 211211 110110 178184 152156 238238 271271
PopA_08 ,  130146 098104 116116 155177 114132 180180 196204 113113 161161 114114 203211 110110 184188 152152 238238 271291
PopA_09 ,  134146 098098 116118 177177 114140 180180 180198 123123 151159 114116 205213 110110 178188 150152 238238 273273
PopA_10 ,  144146 096100 116116 177192 114114 180180 188202 123123 151177 114114 211215 110110 184188 152152 238238 273277
PopA_11 ,  134146 098098 116118 155192 114130 180180 180198 103123 151177 114116 211213 106110 178188 152158 238238 273273
PopA_12 ,  130142 096096 116116 177177 114114 180180 196198 103117 163173 114116 215217 110110 188188 154156 238238 271273
PopA_13 ,  146224 098098 116116 177177 114140 180180 196196 107121 151159 114114 205217 086110 178188 140156 238238 279315
PopA_14 ,  146228 098100 116116 177177 114140 180180 196200 105135 159167 114114 205217 110110 178188 140154 238238 271275
PopA_15 ,  146150 100100 116116 155177 114130 180180 180196 097105 151167 114116 211211 110110 178188 126142 238238 271279
PopA_16 ,  146200 098100 116118 155177 114114 180180 196208 103107 161167 114114 203211 110110 188188 140156 238238 271273
PopA_17 ,  142144 096100 116118 155177 114116 180180 180200 107139 159177 116116 201211 110110 178184 154156 238238 271315
PopA_18 ,  142146 096100 116118 155155 114114 180182 196200 089107 161167 116116 211217 110110 188188 156156 238238 273315
PopA_19 ,  142144 100100 116116 177177 114114 180180 196200 107135 167175 116116 201217 110110 188188 154156 238238 315315
PopA_20 ,  142200 098100 116116 177177 114114 180182 196204 103107 159177 114116 211217 110110 184188 140140 238238 271315
PopA_21 ,  142142 096096 116116 155155 114132 180182 196196 101103 159167 114116 211211 110110 178188 156156 238238 315315
PopA_22 ,  146146 100100 116118 177177 114114 180182 196204 103139 151161 114116 211217 110110 184188 140140 238238 315317
PopA_23 ,  142146 100100 116118 177177 114114 180182 180196 107107 151161 116116 211211 110110 184188 140140 238238 271315
PopA_24 ,  142200 098100 116116 177177 114114 180180 196204 103139 159177 114116 211217 110110 184188 170172 238238 315317
PopA_25 ,  144146 100100 116116 177177 114130 180180 180208 097097 151167 114114 211215 110110 180188 126156 238238 271273
PopA_26 ,  146146 100100 116118 155155 114140 180180 196208 103107 167167 114116 203211 110110 178178 154156 238238 291315
PopA_27 ,  146146 100100 116118 155155 114150 180180 178200 097103 151167 116116 203211 110110 178188 156156 238238 261273
PopA_28 ,  146200 098100 116118 155177 114114 180180 196208 103107 151159 114114 211215 110110 178188 140140 238238 271315
PopA_29 ,  142146 100100 116118 155177 114114 180180 196208 107107 151159 114116 203211 110110 178188 154156 238238 315315
PopA_30 ,  146234 098100 116118 155177 128140 180180 196208 097105 159173 114116 203217 110110 188188 140156 238238 273275
Pop
PopB_01 ,  130136 104104 118118 155155 130132 180180 196196 093093 151151 114114 195201 086086 178178 126126 238238 273285
PopB_02 ,  136136 106108 118118 155155 130134 180180 196204 091099 151159 114114 201203 086112 178180 112128 238238 269287
PopB_03 ,  130136 104104 118120 155155 130130 180180 196196 087095 159159 114114 199201 086112 180180 126132 238238 269289
PopB_04 ,  134136 104108 118118 155155 126130 180180 196196 091091 151159 114114 199201 086126 178178 126128 238238 269273
PopB_05 ,  130130 104108 118118 155155 132134 180180 196196 093093 151159 114114 199199 086110 178178 112128 238238 285289
PopB_06 ,  132136 104108 118118 155155 126130 180180 196196 091095 151151 114114 201201 086118 178178 112126 238238 271281
PopB_07 ,  130136 104104 118118 155155 130132 180180 196196 093095 151151 114114 201201 086118 178180 126128 238238 285285
PopB_08 ,  130136 108108 118118 155155 126132 180180 196196 093099 151151 114114 199201 086086 178178 112128 238238 281299
PopB_09 ,  136136 104106 118118 155157 130130 180180 196196 089099 151159 114114 201201 086086 178178 126128 238238 271285
PopB_10 ,  130132 106106 118118 155155 126132 180180 196196 087099 159159 114114 199199 086108 178178 126126 238238 285297
PopB_11 ,  136136 000000 118118 155155 130134 180180 196198 085091 151151 112112 201201 086086 178178 126132 238238 287287
PopB_12 ,  130136 104106 118118 155155 126130 180180 196198 091095 151151 114114 201201 086110 178180 126126 238238 269269
PopB_13 ,  130136 104108 118118 155155 132132 180180 196196 095099 151151 114114 199201 086086 178178 128132 238238 269279
PopB_14 ,  130136 104104 118118 155155 126138 180180 198200 095099 159159 114114 201201 086086 178178 126128 238238 289301
PopB_15 ,  130130 104104 118118 155155 130132 180180 196198 093099 151151 114114 195199 108118 178178 112130 238238 269295
PopB_16 ,  130140 104106 000000 155155 130134 180180 196198 091091 151151 114114 201201 086086 178178 112134 238238 285287
PopB_17 ,  130136 104108 118118 155155 130130 180180 194196 091097 151151 114114 201201 086108 178180 112126 238238 285287
